Sales Person,Country,Product,Date,Amount,Boxes Shipped
Brien Boise,UK,Spicy Special Slims,25/05/2023,"$2,462.14",1970-01-01 00:00:00.000000060
Oby Sorrel,Australia,Manuka Honey Choco,26/01/2023,"$4,194.44",1970-01-01 00:00:00.000000080
Beverie Moffet,India,White Choc,04/07/2023,"$1,994.44",1970-01-01 00:00:00.000000299
Ches Bonnell,India,Almond Choco,13/04/2023,"$12,124.05",1970-01-01 00:00:00.000000080
Gigi Bohling,Australia,Smooth Sliky Salty,25/01/2023,"$5,884.09",1970-01-01 00:00:00.000000117
Camilla Castle,USA,85% Dark Bars,25/04/2023,"$2,639.16",1970-01-01 00:00:00.000000080
Camilla Castle,USA,Eclairs,10/06/2023,"$5,031.40",1970-01-01 00:00:00.000000401
Madelene Upcott,New Zealand,White Choc,22/08/2023,"$11,510.71",1970-01-01 00:00:00.000000056
Van Tuxwell,India,After Nines,27/06/2023,"$15,021.98",1970-01-01 00:00:00.000000211
Husein Augar,India,Orange Choco,30/06/2023,"$4,517.19",1970-01-01 00:00:00.000000040
Jehu Rudeforth,India,Almond Choco,30/08/2023,"$10,778.53",1970-01-01 00:00:00.000000099
Karlen McCaffrey,Australia,Raspberry Choco,23/08/2023,"$1,145.72",1970-01-01 00:00:00.000000060
Camilla Castle,New Zealand,99% Dark & Pure,26/08/2023,"$2,518.50",1970-01-01 00:00:00.000000045
Gigi Bohling,Australia,Orange Choco,09/03/2023,$596.63,1970-01-01 00:00:00.000000158
Kelci Walkden,UK,Drinking Coco,20/04/2023,"$1,858.71",1970-01-01 00:00:00.000000024
Mallorie Waber,Canada,Caramel Stuffed Bars,10/06/2023,"$5,194.28",1970-01-01 00:00:00.000000547
Husein Augar,Australia,Organic Choco Syrup,08/02/2023,$960.69,1970-01-01 00:00:00.000000155
Brien Boise,Australia,White Choc,25/08/2023,"$5,347.12",1970-01-01 00:00:00.000000023
Dotty Strutley,India,Peanut Butter Cubes,16/02/2023,"$9,805.11",1970-01-01 00:00:00.000000076
Dennison Crosswaite,UK,99% Dark & Pure,30/05/2023,"$13,205.42",1970-01-01 00:00:00.000000026
Gigi Bohling,New Zealand,50% Dark Bites,29/06/2023,"$5,929.20",1970-01-01 00:00:00.000000065
Gigi Bohling,USA,Milk Bars,16/06/2023,$516.92,1970-01-01 00:00:00.000000141
Brien Boise,UK,Caramel Stuffed Bars,04/03/2023,"$2,882.76",1970-01-01 00:00:00.000000145
Curtice Advani,New Zealand,Peanut Butter Cubes,15/03/2023,"$1,637.72",1970-01-01 00:00:00.000000454
Curtice Advani,New Zealand,50% Dark Bites,27/01/2023,"$10,791.46",1970-01-01 00:00:00.000000088
Beverie Moffet,Canada,Drinking Coco,05/07/2023,"$1,093.46",1970-01-01 00:00:00.000000115
Barr Faughny,USA,Caramel Stuffed Bars,29/03/2023,"$3,407.61",1970-01-01 00:00:00.000000316
Mallorie Waber,Canada,Almond Choco,12/05/2023,"$4,753.93",1970-01-01 00:00:00.000000037
Oby Sorrel,USA,Drinking Coco,11/03/2023,"$8,280.62",1970-01-01 00:00:00.000000047
Brien Boise,New Zealand,Eclairs,11/07/2023,"$4,981.78",1970-01-01 00:00:00.000000299
Gunar Cockshoot,New Zealand,Choco Coated Almonds,01/08/2023,"$13,998.33",1970-01-01 00:00:00.000000060
Gunar Cockshoot,UK,Spicy Special Slims,16/02/2023,"$13,105.65",1970-01-01 00:00:00.000000199
Curtice Advani,USA,After Nines,13/04/2023,"$15,728.81",1970-01-01 00:00:00.000000256
Oby Sorrel,India,Choco Coated Almonds,14/02/2023,$53.85,1970-01-01 00:00:00.000000399
Ches Bonnell,Australia,Peanut Butter Cubes,14/03/2023,"$10,857.23",1970-01-01 00:00:00.000000073
Oby Sorrel,Australia,Spicy Special Slims,26/04/2023,"$12,412.53",1970-01-01 00:00:00.000000025
Jehu Rudeforth,Canada,Manuka Honey Choco,05/04/2023,"$3,669.15",1970-01-01 00:00:00.000000209
Camilla Castle,Canada,Drinking Coco,03/03/2023,"$13,555.26",1970-01-01 00:00:00.000000279
Kaine Padly,USA,Spicy Special Slims,13/06/2023,"$2,333.84",1970-01-01 00:00:00.000000171
Marney O'Breen,New Zealand,70% Dark Bites,14/02/2023,"$8,973.05",1970-01-01 00:00:00.000000360
Roddy Speechley,New Zealand,99% Dark & Pure,18/04/2023,"$8,610.38",1970-01-01 00:00:00.000000188
Oby Sorrel,New Zealand,85% Dark Bars,01/02/2023,"$3,432.30",1970-01-01 00:00:00.000000452
Dotty Strutley,New Zealand,Orange Choco,04/08/2023,"$2,283.39",1970-01-01 00:00:00.000000155
Andria Kimpton,New Zealand,Almond Choco,05/04/2023,"$7,190.49",1970-01-01 00:00:00.000000165
Karlen McCaffrey,Australia,99% Dark & Pure,26/01/2023,"$11,303.07",1970-01-01 00:00:00.000000166
Kaine Padly,UK,After Nines,21/01/2023,"$18,911.49",1970-01-01 00:00:00.000000171
Kaine Padly,Canada,After Nines,22/08/2023,"$6,233.02",1970-01-01 00:00:00.000000178
Kaine Padly,UK,Drinking Coco,27/01/2023,"$2,334.50",1970-01-01 00:00:00.000000233
Rafaelita Blaksland,UK,50% Dark Bites,16/02/2023,"$11,099.73",1970-01-01 00:00:00.000000073
Dotty Strutley,USA,Raspberry Choco,03/01/2023,"$3,590.55",1970-01-01 00:00:00.000000047
Karlen McCaffrey,USA,White Choc,24/08/2023,"$5,209.40",1970-01-01 00:00:00.000000002
Oby Sorrel,USA,Spicy Special Slims,07/02/2023,"$6,315.14",1970-01-01 00:00:00.000000398
Mallorie Waber,Australia,Smooth Sliky Salty,11/02/2023,"$4,454.71",1970-01-01 00:00:00.000000117
Kaine Padly,Canada,Organic Choco Syrup,29/03/2023,"$6,078.71",1970-01-01 00:00:00.000000078
Marney O'Breen,USA,Peanut Butter Cubes,15/06/2023,$695.96,1970-01-01 00:00:00.000000363
Dennison Crosswaite,UK,Smooth Sliky Salty,26/04/2023,$563.76,1970-01-01 00:00:00.000000151
Brien Boise,Australia,Organic Choco Syrup,15/07/2023,"$4,479.69",1970-01-01 00:00:00.000000261
Beverie Moffet,India,Organic Choco Syrup,23/06/2023,"$1,093.72",1970-01-01 00:00:00.000000022
Dennison Crosswaite,Australia,Baker's Choco Chips,11/01/2023,"$15,870.43",1970-01-01 00:00:00.000000449
Beverie Moffet,UK,50% Dark Bites,09/02/2023,"$2,529.82",1970-01-01 00:00:00.000000297
Van Tuxwell,UK,Almond Choco,06/06/2023,"$11,258.39",1970-01-01 00:00:00.000000217
Dotty Strutley,UK,Caramel Stuffed Bars,10/08/2023,"$6,180.45",1970-01-01 00:00:00.000000230
Wilone O'Kielt,Australia,Smooth Sliky Salty,04/01/2023,"$2,496.06",1970-01-01 00:00:00.000000045
Andria Kimpton,Canada,70% Dark Bites,08/04/2023,"$10,964.29",1970-01-01 00:00:00.000000016
Barr Faughny,UK,Milk Bars,02/03/2023,"$4,012.51",1970-01-01 00:00:00.000000409
Van Tuxwell,Canada,Drinking Coco,15/06/2023,"$4,919.25",1970-01-01 00:00:00.000000746
Jehu Rudeforth,Australia,After Nines,14/02/2023,"$5,602.02",1970-01-01 00:00:00.000000051
Husein Augar,UK,After Nines,05/07/2023,"$3,563.87",1970-01-01 00:00:00.000000372
Barr Faughny,India,Mint Chip Choco,12/01/2023,"$8,313.09",1970-01-01 00:00:00.000000493
Curtice Advani,India,Mint Chip Choco,03/03/2023,"$8,447.48",1970-01-01 00:00:00.000000096
Jehu Rudeforth,New Zealand,Milk Bars,18/05/2023,"$2,646.23",1970-01-01 00:00:00.000000198
Gunar Cockshoot,India,Caramel Stuffed Bars,28/07/2023,"$2,706.83",1970-01-01 00:00:00.000000198
Curtice Advani,UK,Manuka Honey Choco,07/02/2023,"$1,710.48",1970-01-01 00:00:00.000000108
Andria Kimpton,India,Orange Choco,30/05/2023,$318.19,1970-01-01 00:00:00.000000417
Mallorie Waber,Australia,Raspberry Choco,25/04/2023,"$9,479.65",1970-01-01 00:00:00.000000026
Beverie Moffet,Canada,85% Dark Bars,16/02/2023,"$6,393.20",1970-01-01 00:00:00.000000044
Kelci Walkden,Australia,Drinking Coco,04/05/2023,"$1,355.65",1970-01-01 00:00:00.000000060
Van Tuxwell,Canada,70% Dark Bites,02/06/2023,"$7,911.23",1970-01-01 00:00:00.000000074
Dennison Crosswaite,USA,Caramel Stuffed Bars,11/07/2023,"$2,583.03",1970-01-01 00:00:00.000000501
Beverie Moffet,New Zealand,Spicy Special Slims,07/06/2023,$66.13,1970-01-01 00:00:00.000000065
Jan Morforth,UK,Almond Choco,06/07/2023,"$10,668.69",1970-01-01 00:00:00.000000150
Husein Augar,India,Raspberry Choco,15/06/2023,"$10,994.30",1970-01-01 00:00:00.000000152
Dotty Strutley,India,Mint Chip Choco,14/04/2023,"$1,259.61",1970-01-01 00:00:00.000000227
Camilla Castle,India,Drinking Coco,08/08/2023,$492.13,1970-01-01 00:00:00.000000164
Marney O'Breen,UK,Drinking Coco,29/03/2023,"$1,016.77",1970-01-01 00:00:00.000000028
Roddy Speechley,Australia,Organic Choco Syrup,04/07/2023,"$4,111.42",1970-01-01 00:00:00.000000081
Ches Bonnell,India,99% Dark & Pure,16/02/2023,$503.97,1970-01-01 00:00:00.000000105
Rafaelita Blaksland,Canada,Spicy Special Slims,02/05/2023,"$2,883.71",1970-01-01 00:00:00.000000163
Van Tuxwell,India,Eclairs,21/07/2023,"$11,861.89",1970-01-01 00:00:00.000000105
Gunar Cockshoot,Australia,99% Dark & Pure,18/08/2023,"$8,564.73",1970-01-01 00:00:00.000000237
Kaine Padly,USA,85% Dark Bars,22/06/2023,$538.03,1970-01-01 00:00:00.000000271
Camilla Castle,UK,Peanut Butter Cubes,19/07/2023,"$5,231.88",1970-01-01 00:00:00.000000125
Madelene Upcott,UK,Peanut Butter Cubes,12/08/2023,"$7,916.13",1970-01-01 00:00:00.000000084
Madelene Upcott,USA,Choco Coated Almonds,07/06/2023,"$6,016.32",1970-01-01 00:00:00.000000143
Marney O'Breen,Canada,Peanut Butter Cubes,08/03/2023,"$7,504.86",1970-01-01 00:00:00.000000097
Ches Bonnell,Australia,Choco Coated Almonds,08/04/2023,"$1,590.98",1970-01-01 00:00:00.000000182
Curtice Advani,Canada,Eclairs,06/05/2023,$740.07,1970-01-01 00:00:00.000000205
Roddy Speechley,India,Drinking Coco,31/05/2023,"$4,591.11",1970-01-01 00:00:00.000000011
Van Tuxwell,Australia,Mint Chip Choco,13/01/2023,"$2,686.51",1970-01-01 00:00:00.000000324
Dennison Crosswaite,USA,70% Dark Bites,15/03/2023,$735.48,1970-01-01 00:00:00.000000077
Andria Kimpton,Canada,Peanut Butter Cubes,16/02/2023,"$1,160.54",1970-01-01 00:00:00.000000311
Gigi Bohling,USA,70% Dark Bites,14/01/2023,"$8,078.15",1970-01-01 00:00:00.000000189
Rafaelita Blaksland,Australia,White Choc,21/03/2023,"$7,467.74",1970-01-01 00:00:00.000000111
Roddy Speechley,Canada,Drinking Coco,17/05/2023,"$7,588.41",1970-01-01 00:00:00.000000342
Camilla Castle,New Zealand,85% Dark Bars,08/08/2023,"$15,372.54",1970-01-01 00:00:00.000000057
Madelene Upcott,Canada,Milk Bars,26/04/2023,"$3,907.50",1970-01-01 00:00:00.000000086
Madelene Upcott,Australia,70% Dark Bites,15/04/2023,"$3,740.76",1970-01-01 00:00:00.000000255
Oby Sorrel,Canada,Eclairs,19/05/2023,"$6,211.75",1970-01-01 00:00:00.000000561
Dennison Crosswaite,Canada,Drinking Coco,10/01/2023,"$2,924.46",1970-01-01 00:00:00.000000025
Mallorie Waber,New Zealand,After Nines,04/05/2023,$501.79,1970-01-01 00:00:00.000000241
Roddy Speechley,Canada,White Choc,05/04/2023,"$6,594.09",1970-01-01 00:00:00.000000270
Andria Kimpton,India,After Nines,17/01/2023,$960.68,1970-01-01 00:00:00.000000071
Roddy Speechley,India,Spicy Special Slims,22/03/2023,"$11,370.32",1970-01-01 00:00:00.000000170
Dotty Strutley,Australia,White Choc,05/07/2023,"$6,067.94",1970-01-01 00:00:00.000000094
Oby Sorrel,Canada,Orange Choco,27/04/2023,"$8,909.75",1970-01-01 00:00:00.000000355
Kaine Padly,Canada,Almond Choco,12/08/2023,"$6,865.35",1970-01-01 00:00:00.000000075
Jan Morforth,UK,Baker's Choco Chips,11/03/2023,$805.23,1970-01-01 00:00:00.000000259
Jehu Rudeforth,UK,Fruit & Nut Bars,13/05/2023,"$9,851.62",1970-01-01 00:00:00.000000221
Dennison Crosswaite,USA,Smooth Sliky Salty,12/05/2023,"$11,823.35",1970-01-01 00:00:00.000000090
Brien Boise,USA,Raspberry Choco,12/01/2023,$683.63,1970-01-01 00:00:00.000000202
Madelene Upcott,New Zealand,Milk Bars,29/03/2023,"$14,002.42",1970-01-01 00:00:00.000000388
Roddy Speechley,India,50% Dark Bites,14/03/2023,"$8,744.95",1970-01-01 00:00:00.000000012
Barr Faughny,New Zealand,99% Dark & Pure,24/05/2023,"$9,294.14",1970-01-01 00:00:00.000000201
Dennison Crosswaite,Canada,Organic Choco Syrup,28/01/2023,"$8,831.89",1970-01-01 00:00:00.000000079
Beverie Moffet,India,Almond Choco,24/05/2023,"$3,474.98",1970-01-01 00:00:00.000000104
Brien Boise,Australia,Peanut Butter Cubes,19/08/2023,$311.61,1970-01-01 00:00:00.000000204
Karlen McCaffrey,Australia,Spicy Special Slims,17/05/2023,"$4,791.20",1970-01-01 00:00:00.000000335
Jehu Rudeforth,USA,White Choc,07/06/2023,"$6,646.33",1970-01-01 00:00:00.000000117
Ches Bonnell,Canada,Organic Choco Syrup,26/07/2023,$593.63,1970-01-01 00:00:00.000000229
Dotty Strutley,India,Eclairs,28/07/2023,"$2,345.95",1970-01-01 00:00:00.000000406
Karlen McCaffrey,India,70% Dark Bites,23/05/2023,"$5,083.07",1970-01-01 00:00:00.000000368
Jehu Rudeforth,UK,Mint Chip Choco,04/01/2024,"$6,339.57",1970-01-01 00:00:00.000000187
Van Tuxwell,India,85% Dark Bars,01/08/2024,"$9,005.87",1970-01-01 00:00:00.000000090
Gigi Bohling,India,Peanut Butter Cubes,07/07/2024,"$5,159.07",1970-01-01 00:00:00.000000087
Jan Morforth,Australia,Peanut Butter Cubes,27/04/2024,"$13,370.97",1970-01-01 00:00:00.000000349
Jehu Rudeforth,UK,Peanut Butter Cubes,24/02/2024,"$14,791.64",1970-01-01 00:00:00.000000182
Van Tuxwell,India,Smooth Sliky Salty,06/06/2024,"$6,429.35",1970-01-01 00:00:00.000000040
Oby Sorrel,UK,99% Dark & Pure,25/01/2024,"$15,900.60",1970-01-01 00:00:00.000000188
Gunar Cockshoot,Australia,After Nines,24/03/2024,"$3,400.26",1970-01-01 00:00:00.000000077
Jehu Rudeforth,New Zealand,50% Dark Bites,20/04/2024,"$4,357.76",1970-01-01 00:00:00.000000063
Brien Boise,Australia,99% Dark & Pure,04/07/2024,"$3,356.17",1970-01-01 00:00:00.000000111
Rafaelita Blaksland,UK,Smooth Sliky Salty,13/01/2024,"$5,287.86",1970-01-01 00:00:00.000000067
Barr Faughny,USA,Orange Choco,10/03/2024,"$4,244.36",1970-01-01 00:00:00.000000011
Mallorie Waber,Canada,Eclairs,13/01/2024,"$1,671.64",1970-01-01 00:00:00.000000277
Karlen McCaffrey,New Zealand,Drinking Coco,28/07/2024,$181.84,1970-01-01 00:00:00.000000167
Marney O'Breen,New Zealand,Peanut Butter Cubes,03/08/2024,"$8,950.59",1970-01-01 00:00:00.000000189
Beverie Moffet,Australia,Organic Choco Syrup,26/01/2024,"$7,271.76",1970-01-01 00:00:00.000000385
Van Tuxwell,Canada,Organic Choco Syrup,14/02/2024,"$4,864.83",1970-01-01 00:00:00.000000042
Roddy Speechley,USA,Smooth Sliky Salty,05/04/2024,"$3,175.11",1970-01-01 00:00:00.000000149
Beverie Moffet,Canada,Milk Bars,16/02/2024,"$10,137.79",1970-01-01 00:00:00.000000250
Curtice Advani,UK,85% Dark Bars,08/06/2024,"$1,206.95",1970-01-01 00:00:00.000000174
Brien Boise,Australia,Eclairs,27/06/2024,"$8,222.65",1970-01-01 00:00:00.000000092
Gunar Cockshoot,USA,Spicy Special Slims,17/02/2024,"$1,440.85",1970-01-01 00:00:00.000000152
Marney O'Breen,USA,After Nines,30/05/2024,"$5,611.65",1970-01-01 00:00:00.000000159
Husein Augar,UK,Drinking Coco,14/03/2024,"$3,562.44",1970-01-01 00:00:00.000000111
Kaine Padly,Australia,Eclairs,28/02/2024,"$8,385.26",1970-01-01 00:00:00.000000122
Karlen McCaffrey,India,Fruit & Nut Bars,26/01/2024,$181.31,1970-01-01 00:00:00.000000330
Roddy Speechley,Canada,Spicy Special Slims,09/02/2024,"$1,800.27",1970-01-01 00:00:00.000000191
Husein Augar,USA,Eclairs,07/07/2024,"$4,449.37",1970-01-01 00:00:00.000000113
Dennison Crosswaite,New Zealand,White Choc,05/07/2024,"$10,113.40",1970-01-01 00:00:00.000000155
Dennison Crosswaite,New Zealand,Manuka Honey Choco,15/06/2024,"$5,932.84",1970-01-01 00:00:00.000000303
Van Tuxwell,New Zealand,85% Dark Bars,24/05/2024,"$2,006.71",1970-01-01 00:00:00.000000124
Rafaelita Blaksland,UK,99% Dark & Pure,29/06/2024,"$14,086.69",1970-01-01 00:00:00.000000157
Wilone O'Kielt,Australia,Manuka Honey Choco,11/05/2024,"$4,799.54",1970-01-01 00:00:00.000000090
Karlen McCaffrey,UK,Almond Choco,30/06/2024,"$8,101.98",1970-01-01 00:00:00.000000138
Andria Kimpton,Canada,After Nines,11/05/2024,"$2,321.97",1970-01-01 00:00:00.000000071
Roddy Speechley,USA,Manuka Honey Choco,22/07/2024,"$10,245.00",1970-01-01 00:00:00.000000329
Andria Kimpton,UK,50% Dark Bites,24/08/2024,"$2,930.40",1970-01-01 00:00:00.000000344
Kelci Walkden,New Zealand,After Nines,07/07/2024,$170.24,1970-01-01 00:00:00.000000075
Camilla Castle,Australia,85% Dark Bars,19/05/2024,"$4,247.49",1970-01-01 00:00:00.000000014
Karlen McCaffrey,India,Manuka Honey Choco,04/07/2024,"$2,696.10",1970-01-01 00:00:00.000000605
Kelci Walkden,USA,After Nines,02/06/2024,"$1,083.76",1970-01-01 00:00:00.000000016
Karlen McCaffrey,USA,Raspberry Choco,15/04/2024,"$17,037.09",1970-01-01 00:00:00.000000347
Mallorie Waber,Canada,Choco Coated Almonds,11/07/2024,"$5,706.43",1970-01-01 00:00:00.000000247
Andria Kimpton,India,Spicy Special Slims,23/02/2024,"$6,682.34",1970-01-01 00:00:00.000000139
Madelene Upcott,Canada,Almond Choco,22/08/2024,"$8,192.60",1970-01-01 00:00:00.000000100
Kaine Padly,USA,Peanut Butter Cubes,16/02/2024,"$7,568.16",1970-01-01 00:00:00.000000206
Van Tuxwell,USA,50% Dark Bites,13/01/2024,"$10,772.33",1970-01-01 00:00:00.000000156
Curtice Advani,Australia,Milk Bars,14/02/2024,"$7,467.12",1970-01-01 00:00:00.000000018
Roddy Speechley,India,Eclairs,10/06/2024,"$4,985.90",1970-01-01 00:00:00.000000311
Curtice Advani,India,Fruit & Nut Bars,07/07/2024,"$5,693.60",1970-01-01 00:00:00.000000177
Curtice Advani,Canada,Almond Choco,24/03/2024,"$5,879.10",1970-01-01 00:00:00.000000075
Brien Boise,Australia,Fruit & Nut Bars,06/06/2024,"$9,771.93",1970-01-01 00:00:00.000000022
Dotty Strutley,Australia,Drinking Coco,19/07/2024,$105.06,1970-01-01 00:00:00.000000140
Beverie Moffet,USA,Raspberry Choco,19/04/2024,"$16,414.69",1970-01-01 00:00:00.000000080
Marney O'Breen,India,85% Dark Bars,19/07/2024,"$2,553.41",1970-01-01 00:00:00.000000183
Jehu Rudeforth,Canada,Drinking Coco,15/07/2024,$473.99,1970-01-01 00:00:00.000000025
Ches Bonnell,New Zealand,Spicy Special Slims,14/02/2024,"$3,873.98",1970-01-01 00:00:00.000000019
Brien Boise,Canada,99% Dark & Pure,18/05/2024,"$17,718.25",1970-01-01 00:00:00.000000430
Barr Faughny,Australia,Fruit & Nut Bars,30/06/2024,"$16,572.07",1970-01-01 00:00:00.000000057
Andria Kimpton,Australia,50% Dark Bites,02/06/2024,"$5,220.19",1970-01-01 00:00:00.000000216
Andria Kimpton,Australia,Drinking Coco,28/06/2024,"$1,797.26",1970-01-01 00:00:00.000000049
Marney O'Breen,Australia,Organic Choco Syrup,16/05/2024,$295.62,1970-01-01 00:00:00.000000182
Kelci Walkden,Canada,Baker's Choco Chips,26/05/2024,"$3,597.37",1970-01-01 00:00:00.000000288
Karlen McCaffrey,India,Almond Choco,06/07/2024,"$6,580.43",1970-01-01 00:00:00.000000147
Oby Sorrel,India,99% Dark & Pure,27/05/2024,"$12,232.97",1970-01-01 00:00:00.000000011
Wilone O'Kielt,Australia,Caramel Stuffed Bars,14/04/2024,"$2,243.44",1970-01-01 00:00:00.000000011
Van Tuxwell,Australia,Organic Choco Syrup,10/08/2024,"$22,943.37",1970-01-01 00:00:00.000000014
Camilla Castle,India,50% Dark Bites,04/07/2024,"$10,590.61",1970-01-01 00:00:00.000000430
Oby Sorrel,India,Organic Choco Syrup,08/07/2024,"$6,468.82",1970-01-01 00:00:00.000000059
Jan Morforth,USA,Peanut Butter Cubes,22/07/2024,"$10,463.57",1970-01-01 00:00:00.000000109
Gigi Bohling,USA,Choco Coated Almonds,02/03/2024,"$14,154.35",1970-01-01 00:00:00.000000105
Gigi Bohling,UK,Almond Choco,10/01/2024,"$6,031.14",1970-01-01 00:00:00.000000009
Jehu Rudeforth,New Zealand,White Choc,11/03/2024,"$3,308.40",1970-01-01 00:00:00.000000258
Andria Kimpton,New Zealand,Peanut Butter Cubes,20/06/2024,"$1,119.94",1970-01-01 00:00:00.000000283
Van Tuxwell,UK,Organic Choco Syrup,26/08/2024,"$2,303.39",1970-01-01 00:00:00.000000222
Roddy Speechley,Canada,Milk Bars,13/07/2024,$723.37,1970-01-01 00:00:00.000000033
Camilla Castle,USA,Spicy Special Slims,11/02/2024,"$1,413.64",1970-01-01 00:00:00.000000261
Marney O'Breen,USA,Orange Choco,27/01/2024,"$9,001.89",1970-01-01 00:00:00.000000193
Van Tuxwell,UK,99% Dark & Pure,31/01/2024,"$5,283.91",1970-01-01 00:00:00.000000136
Camilla Castle,USA,White Choc,18/08/2024,"$10,958.51",1970-01-01 00:00:00.000000023
Andria Kimpton,USA,Raspberry Choco,30/06/2024,"$15,531.78",1970-01-01 00:00:00.000000022
Dotty Strutley,Australia,Fruit & Nut Bars,23/08/2024,$317.36,1970-01-01 00:00:00.000000337
Brien Boise,New Zealand,Mint Chip Choco,01/08/2024,$71.41,1970-01-01 00:00:00.000000188
Roddy Speechley,New Zealand,After Nines,25/05/2024,"$9,317.33",1970-01-01 00:00:00.000000011
Roddy Speechley,Canada,Organic Choco Syrup,10/01/2024,"$4,790.71",1970-01-01 00:00:00.000000086
Dennison Crosswaite,Australia,70% Dark Bites,07/02/2024,"$6,166.80",1970-01-01 00:00:00.000000114
Karlen McCaffrey,USA,Orange Choco,12/05/2024,"$11,741.46",1970-01-01 00:00:00.000000433
Madelene Upcott,Australia,Spicy Special Slims,07/03/2024,"$8,519.77",1970-01-01 00:00:00.000000443
Dennison Crosswaite,Australia,85% Dark Bars,05/04/2024,"$8,278.86",1970-01-01 00:00:00.000000453
Andria Kimpton,Canada,Caramel Stuffed Bars,03/01/2024,"$7,560.62",1970-01-01 00:00:00.000000336
Dennison Crosswaite,UK,Eclairs,24/03/2024,"$6,702.11",1970-01-01 00:00:00.000000285
Madelene Upcott,India,Raspberry Choco,07/07/2024,"$4,758.69",1970-01-01 00:00:00.000000010
Van Tuxwell,USA,After Nines,26/07/2024,$709.25,1970-01-01 00:00:00.000000263
Wilone O'Kielt,Australia,Organic Choco Syrup,07/07/2024,"$2,003.05",1970-01-01 00:00:00.000000110
Karlen McCaffrey,Canada,50% Dark Bites,15/07/2024,"$3,248.00",1970-01-01 00:00:00.000000064
Roddy Speechley,New Zealand,Orange Choco,01/04/2024,$51.98,1970-01-01 00:00:00.000000095
Beverie Moffet,Australia,Eclairs,20/06/2024,"$2,134.65",1970-01-01 00:00:00.000000006
Kelci Walkden,UK,Fruit & Nut Bars,29/06/2024,"$15,540.41",1970-01-01 00:00:00.000000520
Marney O'Breen,USA,50% Dark Bites,15/06/2024,"$1,117.77",1970-01-01 00:00:00.000000114
Husein Augar,USA,After Nines,08/04/2024,"$13,999.05",1970-01-01 00:00:00.000000179
Dennison Crosswaite,Australia,Raspberry Choco,14/03/2024,"$6,265.59",1970-01-01 00:00:00.000000031
Andria Kimpton,USA,Fruit & Nut Bars,15/07/2024,"$1,536.82",1970-01-01 00:00:00.000000386
Kelci Walkden,India,Eclairs,19/04/2024,"$6,069.93",1970-01-01 00:00:00.000000080
Marney O'Breen,USA,99% Dark & Pure,28/03/2024,"$4,861.33",1970-01-01 00:00:00.000000286
Brien Boise,Canada,Spicy Special Slims,04/03/2024,"$8,993.24",1970-01-01 00:00:00.000000097
Karlen McCaffrey,New Zealand,70% Dark Bites,02/08/2024,$150.42,1970-01-01 00:00:00.000000040
Husein Augar,UK,Spicy Special Slims,25/08/2024,"$5,593.68",1970-01-01 00:00:00.000000041
Marney O'Breen,USA,Almond Choco,25/02/2024,"$9,376.61",1970-01-01 00:00:00.000000167
Kelci Walkden,India,Orange Choco,07/06/2024,"$11,315.16",1970-01-01 00:00:00.000000134
Jan Morforth,India,Spicy Special Slims,12/04/2024,"$2,048.34",1970-01-01 00:00:00.000000506
